experiment,run_id,persona_file,persona_path,gender_condition,model_label,expert_model,student_model,seed,status,error,protocol_ok,protocol_error,log_path,dialog_json_path,patches_json_path,events_json_path,memory_json_path,selected_options_path,selected_option_number,selected_option,selected_option_source_turn,gender_policy,riasec_policy
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p157__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p157.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p157.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12355,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p157__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p157__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p157__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p157__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p157__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p157__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Sassari | [A144] DESIGN,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p163__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p163.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p163.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12356,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p163__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p163__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p163__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p163__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p163__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p163__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Trento | [0705G] SCIENZE E TECNICHE DI PSICOLOGIA COGNITIVA,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p164__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p164.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p164.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12357,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p164__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p164__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p164__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p164__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p164__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p164__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Trento | [0513G] FISICA,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p178__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p178.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p178.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12358,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p178__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p178__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p178__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p178__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p178__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p178__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Trento | [0427G] LINGUE MODERNE,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p183__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p183.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p183.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12359,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p183__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p183__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p183__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p183__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p183__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p183__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Siena | [IE003] INGEGNERIA INFORMATICA E DELL'INFORMAZIONE,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p185__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p185.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p185.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12360,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p185__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p185__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p185__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p185__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p185__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p185__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Foggia | [1682] SCIENZE BIOLOGICHE ECOLOGICO-AMBIENTALE,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p197__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p197.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p197.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12361,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p197__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p197__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p197__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p197__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p197__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p197__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Trento | [0327G] INGEGNERIA INDUSTRIALE,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p199__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p199.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p199.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12362,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p199__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p199__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p199__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p199__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p199__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p199__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Trento | [0705G] SCIENZE E TECNICHE DI PSICOLOGIA COGNITIVA,22,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p201__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p201.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p201.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12363,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p201__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p201__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p201__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p201__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p201__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p201__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - Gabriele d'Annunzio University of Chieti-Pescara | [OBC7] BENI CULTURALI,14,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
baseline_gender_ollama,Agre_Cons_Emot_Extr_Open_p209__gender_male__model_mistral_small31_24b_32k,Agre_Cons_Emot_Extr_Open_p209.json,/home/jovyan/projects/eloquence_pilot2/PERSONAS_DATASET_baseline_02_riasec_l2_only/Agre_Cons_Emot_Extr_Open_p209.json,male,mistral_small31_24b_32k,ollama:mistral-small3.1-24b-32k,ollama:mistral-small3.1-24b-32k-student,12364,invalid_protocol,missing_counselor_wrapup_recap,False,missing_counselor_wrapup_recap,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_logs_txt/Agre_Cons_Emot_Extr_Open_p209__gender_male__model_mistral_small31_24b_32k.txt,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_dialog_json/Agre_Cons_Emot_Extr_Open_p209__gender_male__model_mistral_small31_24b_32k.dialog.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_patches/Agre_Cons_Emot_Extr_Open_p209__gender_male__model_mistral_small31_24b_32k.listener_patches.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_events/Agre_Cons_Emot_Extr_Open_p209__gender_male__model_mistral_small31_24b_32k.listener_events.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_listener_memory/Agre_Cons_Emot_Extr_Open_p209__gender_male__model_mistral_small31_24b_32k.listener_memory.json,/home/jovyan/projects/eloquence_pilot2/Generated Dialogs/baseline_gender_ollama/mistral_small31_24b_32k/gender_male/_out_selected_options/Agre_Cons_Emot_Extr_Open_p209__gender_male__model_mistral_small31_24b_32k.selected_option.json,1,1 - University of Trento | [0705G] SCIENZE E TECNICHE DI PSICOLOGIA COGNITIVA,22,hidden_counselor_listener_gender_no_visible_student_gender_cue_by_default,inferred_by_counselor_listener_no_source_riasec_injection
